A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
117891,28478,484362,231980
90069,29099,369314,229362
271508,29623,956031,229721
71302,29010,302474,233710
72948,29681,301736,235277
208807,45479,839527,234933
111026,28997,473132,230610
166123,27968,692254,228934
87430,29683,364397,233608
161288,33706,560032,234564
221782,31255,820147,234532
129583,28579,534001,230854
126556,30734,504336,234932
115629,31264,478199,234798
128897,27240,518871,232065
109561,30073,469717,231820
146750,39659,567400,228481
197607,28998,798582,233300
130296,30410,533229,230967
142305,26235,615758,235556
108042,31300,390317,233794
124622,28790,522696,226870
152436,30018,637278,231026
180357,44822,667987,235511
131950,26726,573756,230857
203981,29392,824930,233324
211985,27923,848600,231960
130416,29319,558457,233248
213116,28325,815862,227654
82429,29389,331915,226398
96646,33910,326388,232798
226304,28342,858855,229360
103947,28369,432738,233823
110763,30660,456320,231089
111100,34481,411840,235442
87764,29699,362244,232189
77180,28823,319832,228483
156292,27047,653917,230655
126479,32876,464297,232788
256368,27250,1032981,233239
158105,29761,605179,230243
111928,30937,426054,225161
130880,30150,500727,231822
144757,30749,607714,231385
128390,30291,504859,234201
95854,32760,398087,233781
182644,29162,753503,233596
63985,27230,279548,215887
227531,31170,810226,234633
91393,29741,377900,234206
131694,25752,556982,234650
136765,28529,564294,232118
214532,32954,805930,231001
154520,28639,653527,232950
108202,31594,435788,234261
98251,42129,411017,231493
157058,27429,638048,233989
217711,30883,822874,232844
150405,28483,635255,235680
221106,28477,906103,235897
93152,28920,408665,233043
205143,29743,821120,232491
82738,30428,272831,212901
195262,29489,738064,233501
91454,32163,388141,233734
154386,28272,618944,231246
91918,28623,398120,231654
124658,30345,529331,231954
173396,29194,727338,235732
82289,48193,358523,233441
196032,31645,770151,235067
163083,30998,651236,235448
99284,27658,410982,233486
242964,30989,965320,234642
152643,29547,639108,223713
197963,30234,795856,230264
212556,30825,891264,235501
122076,28589,498344,221639
114563,28364,480911,235290
127030,33121,461348,234970
302024,27321,1125618,229915
159952,27982,648219,235419
207152,33955,778002,235757
195648,29533,792363,233843
199063,30093,767056,229232
125947,33614,433719,235091
120217,30294,498103,235185
112359,30169,458580,235267
237169,33804,872573,235616
86875,31376,384267,234679
176782,29702,703817,233714
138521,26364,606670,232389
140512,28990,532582,227092
122940,28792,480322,235624
127649,29286,509516,232603
63472,30673,269354,232766
210214,29481,807839,235389
207465,26965,845196,231913
121815,29739,485540,233686
296695,29251,1159891,232517
233606,26833,895344,230016
150366,31409,584085,230139
186443,28247,711023,235492
183216,28758,745746,226283
106176,27912,415763,234994
96079,31533,324061,226666
204113,27725,806360,233812
171245,29544,645503,232167
208703,31487,758174,233415
126839,28518,541789,234535
70676,29610,290424,230502
147991,28120,622833,232942
136078,28822,537912,232085
84496,28715,355714,225680
160523,26962,630941,232414
186786,31112,719629,235708
137216,28587,544359,235797
110763,28693,478027,229818
87159,30765,350226,233683
209557,27798,802285,233876
170744,28684,725751,234375
166453,25094,697025,229106
235185,31692,912114,235698
204483,29000,764321,227569
156628,27430,664816,235775
161684,29385,632723,231309
82548,31032,348850,231482
178855,29499,678580,233295
138681,50534,589294,234018
117560,28954,491646,233496
102638,28867,434753,232420
247041,25299,996870,229859
177566,32583,635568,234591
108868,28702,472869,228957
275359,28823,1038261,235069
145519,33566,502462,235537
216600,29782,889093,231798
114674,25914,483797,221162
127662,29676,448744,225854
137855,26423,586608,226122
121762,28815,497135,235542
157983,32852,631035,234611
93563,29741,406487,230304
181037,32298,750854,233604
122295,29203,490277,233535
120387,32289,456884,235569
156564,28096,626604,234355
262118,28570,1078144,232996
128720,31562,544460,229970
93831,28453,401802,232444
131674,29468,529560,234232
90182,29814,381801,235406
147231,27192,654252,230012
144010,31802,569888,234141
82956,28764,344524,220265
184487,35259,656890,231895
88058,31074,383829,231441
109580,27873,475541,235533
124503,29479,503796,235655
125011,31373,480524,232891
188598,28856,742656,234159
