A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
6,2,6,19
1,0,4,6
0,0,3,5
5,2,24,35
0,0,2,3
4,2,14,35
9,2,38,48
1,1,6,13
4,2,20,47
1,0,6,8
0,0,2,2
3,1,11,33
2,1,13,19
0,0,2,4
2,1,11,30
3,1,15,31
5,2,23,51
1,0,4,7
0,0,1,1
2,1,11,14
4,1,17,38
2,1,11,23
4,2,17,40
0,0,1,1
2,1,13,23
2,1,12,22
1,1,6,21
4,2,19,46
0,0,2,3
0,0,2,3
2,1,12,31
2,1,7,19
4,2,16,38
2,1,10,25
0,0,4,5
2,1,9,19
4,1,14,27
1,0,6,12
1,8,6,13
3,1,16,20
2,1,12,30
2,1,10,26
2,1,6,34
4,2,16,46
3,1,11,29
2,1,8,31
6,2,27,56
4,2,21,55
1,0,4,5
1,0,4,11
5,2,26,39
3,1,12,26
0,0,2,2
4,2,16,43
0,0,1,1
2,2,11,39
2,1,11,37
2,1,11,28
4,2,19,51
2,1,9,23
2,1,10,22
1,1,6,17
1,0,4,10
3,1,11,27
2,1,8,24
1,1,8,14
2,1,10,26
2,1,10,27
4,2,14,42
0,0,1,1
0,0,2,3
0,0,1,1
1,0,7,11
2,0,6,14
2,1,9,36
3,1,14,29
3,2,13,43
3,2,15,41
4,2,18,37
2,1,13,24
4,2,19,33
1,1,6,12
0,0,2,2
6,2,31,57
2,1,10,26
0,0,4,10
4,2,23,41
1,0,4,10
0,0,4,5
1,0,6,13
2,2,11,37
3,2,14,48
0,0,2,2
1,0,6,11
4,2,18,36
1,0,6,12
6,2,25,54
3,2,13,46
0,0,1,1
3,1,13,31
2,1,10,24
4,1,14,32
1,0,4,8
3,2,14,40
0,0,1,1
4,2,16,38
0,0,3,5
3,1,16,38
1,1,6,17
1,1,6,19
3,1,14,30
2,1,11,28
1,0,4,5
4,3,19,46
7,2,26,50
7,2,28,53
2,2,8,34
1,1,6,20
3,2,13,43
3,1,13,26
2,1,8,17
4,2,21,52
1,0,8,6
5,2,29,38
4,1,16,39
4,2,15,39
1,0,4,5
0,0,2,3
0,0,4,5
0,0,1,1
1,0,7,15
1,1,4,14
4,1,22,33
4,2,21,54
1,1,7,27
1,0,4,8
7,2,30,56
1,0,6,16
2,1,8,32
1,1,6,17
1,0,4,11
4,2,20,49
2,2,10,41
0,0,3,4
1,0,6,8
0,0,4,4
2,1,6,15
1,0,6,7
1,1,9,30
2,1,8,20
5,2,23,51
4,2,18,52
3,1,14,25
5,2,20,47
4,1,16,32
2,1,8,22
2,1,10,21
3,1,14,37
2,1,8,18
0,0,2,3
8,2,27,51
6,2,26,48
0,0,1,1
2,1,8,20
7,2,31,54
3,1,14,29
1,0,4,9
0,0,3,5
2,1,9,24
2,1,11,35
1,1,9,15
2,1,8,27
4,1,13,32
1,0,6,12
2,1,12,25
0,0,1,1
7,2,28,50
1,0,6,8
3,1,14,35
0,0,2,2
1,1,7,20
5,2,26,36
3,2,14,34
0,0,1,1
2,1,12,27
2,1,8,20
5,2,23,52
3,1,12,28
2,1,10,22
0,0,2,5
1,2,8,37
1,1,6,24
2,1,9,26
3,1,15,22
2,1,8,29
2,1,10,31
1,0,4,11
1,0,6,13
2,1,10,31
1,1,4,23
4,2,17,44
3,2,14,41
3,2,13,46
0,0,2,3
3,1,12,34
1,0,4,9
1,0,7,11
0,0,1,1
0,0,2,3
2,1,11,30
2,1,11,24
1,0,5,8
2,1,8,27
2,1,11,24
2,1,13,20
2,1,12,18
1,0,4,10
5,2,21,38
1,0,5,11
1,0,4,6
0,0,2,2
0,0,2,4
0,0,2,3
2,1,8,22
1,0,6,13
2,1,10,28
16,2,27,37
38,3,19,55
1,1,6,14
2,1,9,14
4,2,15,44
2,1,8,20
3,1,16,27
0,0,2,2
5,2,19,52
1,1,6,25
1,0,4,7
1,1,5,19
4,2,14,39
4,2,18,48
2,1,8,24
2,1,11,26
1,1,7,18
2,1,12,23
1,0,4,7
1,0,4,15
0,0,3,4
1,0,6,12
5,2,19,52
1,0,4,9
5,1,20,34
2,2,12,47
0,0,2,2
3,1,12,39
1,1,5,18
3,1,14,28
0,0,3,8
1,0,4,9
2,1,7,25
2,0,11,14
2,2,11,42
0,0,4,6
4,1,16,27
2,1,6,19
1,1,6,20
0,0,1,1
0,0,1,1
0,0,3,5
3,1,12,32
1,1,3,10
1,1,8,17
4,2,15,49
4,2,19,39
4,1,16,41
3,1,12,29
4,2,20,44
2,1,8,30
5,2,21,49
3,2,13,47
2,1,9,15
4,2,15,37
2,1,10,36
2,1,10,25
3,1,13,26
2,1,8,24
5,2,19,52
1,1,7,23
2,2,12,35
0,0,4,5
0,0,2,4
0,0,3,10
1,0,4,12
0,0,2,5
3,2,16,41
1,0,4,11
0,0,2,2
1,0,6,9
5,2,21,49
2,1,10,22
0,0,2,4
0,0,4,7
2,1,8,23
0,0,3,6
4,1,17,36
1,0,4,8
2,1,12,21
4,2,16,50
0,0,1,1
1,1,7,27
1,1,7,15
0,0,2,2
2,1,9,28
1,0,4,6
2,1,6,23
4,1,19,36
0,0,3,8
3,1,16,35
4,2,19,40
2,1,10,18
2,1,6,34
4,1,16,30
0,0,1,1
4,2,15,39
2,1,11,17
2,1,8,27
3,1,13,39
2,1,8,22
3,1,13,27
2,1,8,24
2,1,11,40
4,2,16,46
