A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
993068,29641,3951987,234786
322179,32481,1375676,233473
544294,30740,2257419,233785
576711,31760,2348596,235125
486802,31619,2042151,234996
638761,29737,2675178,235742
733632,30765,3114844,232632
711921,32949,2959421,235384
539159,33312,2288446,235811
396982,33207,1752476,235577
905995,31154,3559726,234769
346425,32149,1470183,234824
1110901,30178,4346305,235605
534708,33725,2215455,235828
573030,32327,2264081,234197
315462,37090,1459440,231690
848254,33333,3447315,235441
528739,32825,2238068,234506
972456,32479,3906899,235436
296697,32223,1219139,234291
658302,32583,2753951,235837
461887,31228,1976899,235588
514912,29826,2135039,235911
724249,43081,2974582,235152
536305,27990,2450308,234865
664153,36030,2835918,235300
860934,32495,3479715,235267
498367,26895,2125119,235103
640848,32458,2692285,235359
394427,32683,1665766,234242
1000680,31842,4099947,233838
387179,31129,1745174,235786
834982,29840,3451956,234761
348929,33380,1423060,234167
635722,31245,2666052,235147
1030731,32242,4408133,235534
670672,30974,2851097,234869
626802,29604,2740100,233945
455243,31647,1960731,234265
545840,30846,2301346,235533
352522,34626,1493808,235401
652169,33483,2723769,235155
426553,29707,1874031,234462
1083401,31480,4266031,235840
309982,32180,1391292,233678
1069671,30224,4199948,233198
431285,31120,1781660,235055
733095,31736,3101060,235354
403307,29721,1805527,235634
827183,53815,3366696,235513
707040,32607,2969218,233114
362325,27812,1586229,235085
412381,30612,1789492,235037
571685,33091,2468651,234561
933358,31552,3838989,233092
566649,34135,2324350,233221
391003,31626,1700718,235219
572163,29762,2482076,235421
387932,28942,1689821,233796
496442,33192,2118361,235863
501844,32109,2100089,234280
267157,29725,1214684,235849
461781,29891,2118363,235080
504859,32570,2034592,235026
276925,33049,1239714,235870
545623,29394,2380723,234962
552559,32442,2302658,234262
825486,31307,3407156,235549
543872,32125,2202386,235831
501893,32719,2091912,235078
557275,31393,2402651,235389
903750,30062,3734809,234833
420664,35048,1742128,235881
511577,31689,2268606,234909
408080,28854,1839158,234974
479340,34854,1960676,235902
419987,33745,1897914,234345
632391,34039,2589082,235807
917358,31243,3488633,234667
608181,31831,2476754,235823
551575,33428,2269748,233999
497916,29458,2164280,234742
746407,31850,3193482,234090
396153,29661,1723459,235347
532612,33010,2253694,235085
774821,44954,3272109,234617
350862,29716,1552317,234840
315490,32291,1388817,235531
915625,31697,3727122,233648
420283,33678,1772666,234787
454147,31710,2066146,234840
498864,31323,2127268,235553
589797,32276,2510408,235513
890940,32827,3642225,235185
868389,31901,3577130,235288
599391,32341,2503438,235810
461032,28925,1976013,234726
393341,29328,1726406,234416
685354,30998,2828239,234619
457818,31905,1933114,235124
626938,30443,2511381,235844
680221,32651,2759881,235586
870391,30846,3632478,235024
328841,31681,1364596,233065
781458,33830,3136085,235778
419571,28373,1942197,232730
609432,34184,2513708,235192
469023,30676,2089047,235589
390780,28273,1816229,234200
1097939,30498,4359166,235796
908520,33625,3368751,235610
497272,29083,2235270,234624
553506,31627,2362967,234878
1138958,30115,4530393,234314
687183,35495,2797943,235402
586488,30128,2401189,232377
336134,29642,1520292,234154
540739,34030,2330235,234035
683085,34382,2842015,235350
338456,34777,1439132,231740
351953,31550,1565072,234357
270369,29798,1252011,235549
344967,32313,1491337,235852
328526,30168,1390699,233585
471996,32102,2048663,234834
600853,31805,2547859,235707
680873,27982,2920482,235202
878354,32003,3501606,235135
657983,33253,2630457,235809
554270,32793,2256147,234609
592296,29132,2560025,235805
687101,31866,2827056,235009
622682,31864,2759373,234243
452265,32978,1954055,235545
319665,32723,1385161,235084
387140,30416,1728947,235863
439314,31201,1926374,234360
504990,29319,2108551,234398
797920,30212,3447919,235805
373031,31683,1526265,234873
1308807,30833,5018159,235785
288684,32103,1256718,235875
671011,34235,2771515,235514
537083,34566,2248697,235460
423978,31919,1886434,234644
324831,29282,1492728,233508
705899,32596,2918670,233563
525964,34058,2162176,234795
657963,29884,2728245,234362
682468,31493,2760986,234933
761910,33003,3110288,234997
482727,29990,2031139,234157
777271,31673,3279647,235432
354732,31753,1503683,235315
392292,44958,1633027,233497
309693,31586,1343745,233455
686588,34753,2880549,231917
368392,32085,1598770,235828
463817,41588,1973102,234893
486352,27412,2246878,233685
629216,32978,2691014,235738
633629,32144,2753672,235459
453038,33450,1976969,235455
701011,31357,2873376,235345
777251,29544,3245148,235640
339302,33955,1379607,235765
451380,28947,1924559,235270
426624,28710,1868381,235826
323533,32309,1464194,235238
586900,31604,2507640,232574
460464,31895,1966193,235592
673779,34750,2639916,234080
