A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
630387,33747,2856127,235821
727982,33816,3223870,235511
940970,30368,4177286,234992
990713,31173,4292899,235241
758631,32106,3304246,235635
669269,32219,3021626,235844
880393,31477,3906932,235278
748767,31935,3376722,235473
962075,33658,4223694,235883
885886,28775,3782635,234786
611929,32719,2603605,234713
949295,31044,4088211,235675
1349051,28730,5891664,235635
1085152,30221,4845474,235268
1458337,33602,6267232,235505
935309,33175,3865560,235682
746438,30371,3233912,235041
1367665,36763,5806439,235489
775644,33255,3308709,235561
705652,32141,3192328,235625
1506156,30750,6333131,235077
913451,28903,4120931,235763
807698,33249,3580255,234876
1462845,32205,5908437,235784
752972,29346,3308684,234863
2080299,31181,8201983,235396
653431,43136,2972702,235737
1124775,32253,4927572,235675
2010406,31838,8032440,235851
2530338,30996,10089030,235308
882049,32273,3846681,235853
1059560,32424,4582273,235825
1065304,32798,4709948,234755
870505,30583,3987075,235179
1211411,33717,5229973,235638
576477,30229,2615324,235679
1081106,42472,4694813,235791
1293214,34505,5478704,235511
754752,32925,3364520,234978
1132106,31339,4951286,235857
1392889,29896,5872995,234876
948781,30750,4378222,235802
1225342,30418,5363156,235146
721533,32176,3313589,235196
1824951,30080,7570046,235210
1013552,33582,4421882,235842
1418319,32172,5781528,234854
1765161,32070,7393035,234794
1054629,30937,4500871,235847
1038704,32352,4354139,235321
916973,32618,4118143,235001
672559,32003,3004930,235846
729338,34572,3261739,235638
942458,32902,4089002,235445
1093129,31682,4621900,235028
663665,35674,2870671,235851
1123789,29507,4759942,234246
1067613,29494,4723011,235766
823588,37598,3653566,234525
1302261,44060,5471017,235895
1697988,30934,7044420,235850
1168411,31067,4978802,235894
2226888,32493,8977127,235103
622929,33764,2834531,235661
1677043,28907,6982149,235465
1389804,35525,5704245,235835
1200456,33063,4928343,234880
827135,31812,3686107,235515
912858,31903,4043056,235297
2311306,31457,9183762,235504
632826,32319,2844678,235613
764778,32400,3382002,235056
1119014,32033,4872869,235632
985995,32288,4125330,235686
1124905,31597,4801666,235434
1431388,30292,5942836,235632
1034417,32983,4465830,234652
1781310,32117,7272476,235559
901236,30922,3804612,235682
1028901,34967,4431091,235817
932344,36583,3922481,235399
1325094,28571,5586604,235853
687973,32145,3101187,235376
1049673,29810,4688634,235263
2242838,31088,8916923,235580
942062,32788,4028497,235470
1084703,32098,4595969,235646
1056138,33290,4664162,235888
868271,31750,3853611,235322
1422735,31391,5915983,235486
1564007,31868,6633675,235104
1067862,32139,4650898,235059
1184068,29065,4888857,235752
1085016,32672,4669436,235390
840475,33187,3707975,235682
951619,30042,4136951,235624
1115445,29006,4913782,235179
1455681,33951,5972252,235742
1931900,32785,8022459,235149
923707,33181,4085548,235770
791490,32870,3380031,235694
1148470,29043,5052434,235861
953881,47952,4082075,235485
572563,33325,2640986,235309
1063352,33000,4540244,235463
1564300,33199,6135178,235329
880789,33224,3721101,235130
621413,33120,2510341,235722
1087954,31268,4707037,235560
813111,31463,3517157,235327
728895,31584,3177459,234037
1412667,29845,5852868,235551
757231,38842,3201726,235793
672485,34644,2878528,235883
1029868,33778,4377427,235692
1089617,29930,4631183,235669
1596264,29476,6486742,235607
1218861,28770,5040830,234590
1363273,30936,5580607,235434
921120,33007,4064030,234917
1958982,29596,8005797,235770
636251,32302,2827583,235376
1070131,32895,4659596,235465
1291294,32770,5340027,235062
605036,30837,2688550,235805
832349,32503,3598262,235743
757294,30409,3347639,235807
619109,32905,2741090,235828
718551,32715,3182677,235574
742055,34040,3168921,235511
722577,31198,3159643,235151
809225,32330,3389851,234777
1334820,26776,5744180,234763
833608,33192,3640366,235863
1040964,31347,4255466,235727
1599022,33236,6539180,235634
1439637,32579,5970239,233630
736415,31461,3230867,235597
802267,33393,3506868,235703
1087746,30653,4598577,235885
1673022,40693,7061760,235622
927773,33075,3987273,235739
703225,33022,3056570,235634
919141,30578,3978417,235431
864280,35406,3734159,235861
2114642,31911,8522175,235145
622435,33132,2792226,234265
618981,34949,2740033,234657
1262740,30744,5232024,235526
1219117,33117,5118074,235451
1046773,26999,4504952,235146
773482,31737,3213832,235502
1049119,33802,4406976,235878
602589,33484,2680736,235733
1313724,34626,5344853,235186
912434,31489,3986350,235506
1131489,32770,4570741,235871
1698924,33898,6901566,235079
1047827,32505,4519082,235473
1930228,30890,7468101,235391
1488887,33258,6220824,235577
1222427,30057,4931273,235324
1527484,31484,6387620,235905
694568,31179,3081461,235132
622753,34714,2688231,235707
1190667,33004,5169638,235562
668581,33732,2937323,235854
1886433,29910,7636418,235722
758945,30657,3471659,235532
1472871,35126,6078455,234538
1634127,28915,6889492,235705
589243,31659,2623949,234030
1959843,37814,8161372,235635
726658,31148,3230381,235841
1793314,31642,7317269,235725
653162,32755,2829149,235061
1870086,30523,7588114,235740
1211258,30372,5196702,235642
1125770,29217,4779832,235644
646598,30905,2860417,235501
1227878,34222,5304992,235815
1301186,34379,5456185,235833
1181108,34222,5030430,235532
1118492,41948,4859221,235819
1383698,30494,6095742,235507
597934,32789,2662792,235639
1375057,32551,5706018,235411
688983,33994,3083664,234430
664780,32730,2962674,235529
1534190,27837,6418758,235894
953074,32202,4061385,235181
1494498,31754,6173427,234645
801139,31172,3591970,235398
1375616,32930,5758621,235499
934374,30395,4086365,235778
1343306,30489,5669214,235598
941527,33405,3842580,235523
1100950,31246,4886956,235782
1053699,34100,4392484,234274
1327100,31961,5470725,235796
1066823,38141,4510455,234310
1456985,30758,6068217,235814
1490915,31330,6422361,235731
613941,32554,2592433,235381
1015110,29827,4421627,235028
801850,33240,3486623,235813
1357538,28011,5710874,235750
1002680,32324,4421363,235731
728662,30227,3151604,235887
665694,39911,2923541,235872
1227137,29501,5118528,235611
1554150,29618,6414383,235760
1986179,31606,8542067,235599
1022339,31395,4438116,235714
717891,32871,2923262,235788
648139,33260,2840605,235859
1590230,31864,6808047,235484
953789,28634,4220793,235808
729092,30605,3293074,235638
1190698,33220,4959012,235805
634827,31116,2891343,235708
778242,33923,3393058,235751
2102430,28016,8590857,235709
610125,32303,2691978,235789
748715,33269,3263928,235721
1023818,28494,4584867,234348
1271485,32868,5398073,235284
1843330,31156,7645529,235829
1229102,31236,5288600,234884
943672,32797,4067481,235692
1103428,32987,4874509,235399
742046,29104,3374566,235704
688907,33421,3034617,235017
611953,33253,2830786,235504
1397363,30066,5868028,235491
928250,40293,4101767,235271
880097,31882,3990570,234649
712051,34439,3201333,235777
712006,32756,3156845,235473
2151848,30603,8541507,235699
1091075,29339,4661462,235716
618389,31341,2705030,235712
2228755,29096,8888428,235198
1677605,33002,6713419,235593
2154479,30136,8541231,235744
1121772,36554,4654703,234933
1496243,34637,6154318,235885
1906454,28987,7823081,235475
949247,32581,4097586,235041
817306,32631,3468616,235621
810358,30340,3532254,235825
1495348,32511,6096397,235678
1246403,28067,5265226,235125
1369233,39033,5700840,234771
832218,34258,3287962,235486
907396,33561,3706651,234873
875952,32927,3716525,234506
967400,29743,4179760,235873
1491701,34636,6060488,234188
1332600,35805,5583908,235411
2346100,31123,9260704,235267
1987527,31053,7839005,235646
802804,32843,3015370,235863
932399,30950,4032907,235550
2243229,30854,8796202,235067
770097,31590,3363518,235711
818453,31756,3355185,235233
932572,35909,3967034,235591
1667616,29534,6798350,235652
1185954,31703,5027706,235681
971527,32037,4063225,235659
1528870,28430,6137547,235671
809129,32605,3547355,235534
1043895,30393,4433798,235374
1233474,29804,5034484,235554
1948558,31976,8049311,235577
1125901,30673,4765834,235042
571228,43776,2442377,234797
1065234,29558,4666009,234529
1170739,32634,5094425,235890
973468,31731,4239362,235681
769397,31210,3351767,235723
1491949,35347,6181332,235621
1305178,30077,5510850,234554
1553459,30755,6479125,235810
956240,28392,4263939,235396
2261434,30892,8917846,235849
691056,36945,2904762,234400
603492,32927,2627987,235580
1499881,29274,6270918,235135
755086,32564,3144647,233870
925728,30796,3714676,233849
1513684,30822,6451497,235485
1291675,33426,5179638,235841
1361941,30484,5686582,235499
1037970,32008,4218715,235791
893127,31964,3844766,235170
981891,30802,4154260,233941
615402,39322,2661130,235574
841700,33124,3518714,235600
1234719,30464,5241475,235804
747959,30423,3400796,235125
549797,39702,2478308,234033
1493281,31415,6272483,235798
1162918,32027,4942111,235346
695134,32635,3056829,235568
664895,32615,2831512,234971
707778,33731,3167242,235655
936646,32034,4047170,235437
875422,32442,3784591,235296
703806,33646,3095962,235590
639763,32187,2835856,234497
780635,31533,3428251,235356
1011109,30241,4304289,235286
1042391,33870,4480136,235894
1540326,32728,6401275,235597
719214,31889,3131554,235365
650913,30840,2925039,235318
855198,28915,3822993,235690
646805,32192,2882501,234911
876207,30104,3839656,235731
1010221,32466,4301108,235585
1364260,32539,5570467,235156
1816756,31125,7244310,235798
940383,32017,4001277,235867
674997,33459,2912581,235793
1256671,32687,5440788,235718
1338653,33941,5680635,234239
1085742,32434,4749383,235134
1451176,32742,6088964,235094
959655,29335,4203057,235090
1041824,32105,4564048,235668
1265094,34877,5548998,235744
799696,30982,3581024,235540
1080190,29244,4356809,235465
877362,29749,3795695,235551
1110557,28923,4807058,235354
1821478,45103,7326974,235585
709146,32412,3160331,235632
718553,33361,3138033,235852
861546,32834,3858981,235140
943931,32495,3988539,235384
1455813,28909,6085448,235872
642067,32201,2901170,235437
