A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
4193,4919,15572,58011
948,5358,3574,53060
920,5189,3565,56210
1389,4577,5704,45052
1219,3479,5071,45411
781,2286,3030,28679
344,1453,1275,16271
541,2903,2331,35852
1989,4455,7591,54651
1097,3477,3800,46678
194,751,719,12440
196,1233,789,11588
2011,5129,8695,50533
368,1833,1643,23341
869,4165,3420,50088
2308,4366,9412,48807
1351,4733,5542,54935
2793,4931,11121,58627
1499,4526,6079,47924
1986,5257,7270,57821
915,2497,3450,32705
745,5367,3017,54292
963,1050,3943,17604
230,398,807,4254
1207,3056,4449,40943
258,1725,956,20514
844,2690,2963,28945
797,3661,2978,43479
1986,4040,7682,45746
1663,5111,6118,56582
7683,4607,26115,55838
1060,4140,4395,44275
924,4230,4077,44175
1052,2779,4566,31672
517,1886,2122,25987
1351,3030,5176,33561
1135,5105,4389,52400
500,1085,2026,18037
781,2680,3256,35446
105,591,384,10385
1956,4147,7206,52231
848,2907,3118,38245
1442,4300,6045,47041
2014,3811,7735,46703
2291,4481,9527,53150
1662,4411,6440,54128
1904,5274,7105,54708
1309,3406,5267,41750
101,342,353,3985
1005,4345,3523,47834
769,2372,2689,32895
608,1900,2404,27415
698,2153,3145,29260
225,1522,886,23855
699,2538,2975,28108
1679,4579,7195,50446
77,319,238,3721
573,2903,2246,35463
554,2661,2155,30468
1357,3961,5926,48061
325,2018,1227,20556
1440,4127,6253,51289
556,2588,2155,33974
5473,4751,20293,58533
1013,2084,3898,29058
981,2005,3666,23951
1133,2363,4658,34011
1869,5660,7273,51938
1753,5783,6330,55597
2272,4759,8389,48369
4131,5000,14882,49966
474,2466,1676,27284
1343,4132,5083,42973
1263,4416,5140,46420
2616,5112,9958,53022
1310,4292,5000,53088
621,1848,2538,29540
567,2197,2106,28179
1142,3189,4239,47983
1271,3977,5189,49257
5107,3249,20590,44590
1014,3295,4067,41457
1185,3346,4653,43873
1023,5648,3935,54409
509,3439,2063,41921
777,3207,3035,38818
1918,4677,7282,51506
475,556,2052,10213
1295,3570,5337,42721
360,835,1546,14412
2020,4761,7916,52118
443,1658,1883,16900
1025,2339,4005,26251
887,4420,3327,44687
923,4487,3518,48756
3434,4626,12320,55598
867,2381,3094,26901
539,1698,2244,25241
744,1838,2647,28829
1622,4588,6034,51528
94,296,357,3870
615,3825,2499,42369
294,1601,1169,18879
3130,5381,13371,50732
1159,3824,4479,46173
205,1219,852,16045
1472,4053,6215,49268
578,1253,2615,19903
683,1966,2791,29270
1906,2931,7233,40733
1778,5528,6714,54312
1863,3375,7145,41866
1334,5318,5424,57628
676,3231,2874,39617
1567,5178,5375,53521
4637,7318,18085,53965
715,3013,2672,41876
3726,5507,13059,57465
3273,5430,12836,55528
954,3299,3828,35240
1064,3578,4382,42315
2478,4740,9777,57056
614,1937,2475,24407
805,2918,3413,31429
341,1081,1418,13910
2058,3917,7706,43009
810,2548,3394,29803
479,509,2066,9608
1324,3259,5164,42341
1869,4954,5791,53288
1790,4939,7252,54693
1956,4884,7893,56661
1663,3685,6593,42858
1281,4604,4995,51982
1482,4759,6474,50352
651,2276,2708,25013
630,1923,2592,29115
3623,5210,12935,55111
379,4364,1459,48449
573,1596,2156,25415
930,4873,3535,56817
2125,5152,7807,56765
812,2754,3638,30493
2160,5020,7698,54432
2384,3726,9153,45741
1358,4440,5367,50067
378,1253,1427,14826
536,3060,2075,37426
1853,4197,7814,52084
449,1210,1846,14721
3892,5312,14770,55638
163,738,666,12782
3063,4350,12423,46020
1226,4073,5544,43388
470,2901,2022,32154
4481,5408,18172,54437
2768,5552,10207,58929
417,3004,1480,30290
1329,3856,5182,39192
1855,4316,7709,47303
61,185,223,2520
341,1405,1243,15656
2164,5614,8107,57088
1989,5417,7892,55817
428,1666,1749,23702
2421,4982,9096,57120
1467,5103,5434,50408
450,2988,1784,32181
1218,3844,5026,43412
1403,5604,5344,52279
1547,3906,6691,50046
1471,3431,6113,40590
703,941,2636,12799
1780,5159,6043,51700
2211,3714,8903,46057
1518,4558,5860,51291
1455,3050,5639,35734
490,2151,1651,23005
944,3556,3943,44165
922,2524,3922,34065
418,1078,1814,15189
1065,3176,4402,36737
386,1710,1815,18952
2452,5876,9655,57323
1330,4496,4992,52179
6944,4139,24361,56521
135,307,527,5965
1632,3637,6634,46894
1739,4825,7114,48846
261,1137,1084,12796
2360,4046,9543,51690
959,4916,3799,54635
1154,4234,4738,45324
874,1460,3941,22353
1629,4563,5939,52908
314,1676,1108,20920
2014,3616,7881,49787
713,1498,3004,23932
1811,4500,6747,57015
978,4270,3768,48426
2863,5673,10511,57076
1092,4048,4267,54207
1421,4165,6110,45024
794,3421,3099,34944
618,3731,2481,42774
773,4743,2456,47429
1873,4150,6900,52581
3578,4754,12712,56137
1196,3859,4847,45445
701,3548,3013,36797
735,2139,3283,29036
597,2862,2353,31795
1622,3898,7082,48649
3808,3474,15383,46983
931,3747,3831,44889
725,2828,2785,35933
1229,4419,5043,48133
1266,3597,4897,41044
1604,5769,7443,56812
1494,3612,6301,44984
3134,5218,11326,53170
1033,2693,4436,34527
899,3834,3500,41173
398,2709,1615,31623
738,3983,2887,42715
1132,3634,4745,47019
1467,5550,5838,57970
1078,1964,4583,28315
568,4097,2132,50825
160,1058,645,13428
374,2320,1324,27191
1714,4384,6408,53000
828,3305,3483,38501
1081,3961,3777,42207
1662,7779,6325,56127
655,3215,2638,32416
593,1264,2494,17368
1663,2749,6665,35366
323,1127,1350,17299
449,1323,2050,20106
190,944,728,11413
906,3007,3526,34984
217,515,897,9197
630,3839,2359,49331
864,3782,3140,44313
1856,5553,7245,57749
2092,5903,7588,58533
1680,4928,6623,58263
1038,4334,4479,44058
3863,5418,13747,58439
772,2163,3234,23711
626,1501,2229,20690
1331,4309,4995,50136
278,2365,1161,23252
4528,5414,17238,56917
977,4463,3352,54029
1225,4356,5114,43136
795,2052,3450,26790
3319,4705,13935,53399
650,3233,2703,35755
1043,2815,4560,35057
1079,4403,4234,45010
1782,4027,6409,46961
1567,5731,6523,58478
6263,5122,25188,58672
2161,5340,8725,54743
1475,2204,6783,29712
576,4158,2255,48642
1064,3376,4133,44729
624,1662,1957,21789
977,5137,3997,52194
510,1433,2160,16914
1459,5273,4915,51460
1163,4504,4733,42115
1140,6946,4476,54030
2029,5671,8015,55754
684,3197,2659,41823
779,3089,3348,32667
1103,4058,4396,42736
559,3165,2353,34807
901,3332,3168,37485
613,4576,2486,53117
3016,5085,10676,58960
1493,4207,5512,42733
788,2568,3363,33773
437,1402,1568,16280
610,1538,2283,19474
183,674,645,8274
1699,5166,6202,54451
1151,5367,4575,57296
169,481,698,7040
560,2981,2260,36208
1201,5075,4771,56485
1450,3445,5502,44217
1853,5002,7093,50096
884,3913,3351,39794
1299,5256,5637,55489
550,3818,2129,46219
103,214,397,2742
1467,4265,5573,48903
175,1609,647,22369
381,2508,1074,30874
1007,2328,3587,26170
5105,4473,19268,55242
3360,3681,13628,45290
511,3087,2105,37047
930,4668,3719,53387
101,249,369,4814
946,2968,3812,37404
628,2557,2480,36259
2118,4617,8246,54187
1110,4162,4249,43170
1970,4330,7952,43951
3091,4262,11344,52386
4355,4964,16378,58310
1362,2469,5745,31263
677,3307,2846,44515
2697,3796,10996,48620
548,1318,2086,21539
794,1691,3052,19700
409,1925,1620,23103
1093,4984,4233,42582
2013,5100,7356,49165
493,4075,1860,39202
1091,4700,4372,50867
279,713,836,7837
1865,3149,6851,34822
715,1476,2764,17709
1436,3713,5529,39448
943,4554,3445,46351
3034,5640,11766,53992
2201,5720,8279,57445
2855,5795,10117,58701
1151,2424,4730,34733
577,1928,2254,28080
1498,2121,5952,26285
1042,3547,3729,39939
518,1725,1934,26331
1364,4511,6026,52538
1336,3192,5547,40574
1318,4559,4664,47769
4558,4222,18719,50858
482,3014,1923,33013
259,1285,1020,16229
2178,4226,8775,53429
2898,5273,11518,56896
1384,3217,5698,44670
924,2622,3782,32644
400,1105,1546,15073
1870,3245,7229,36285
923,4003,3765,39077
393,4339,1503,51383
1732,4029,5890,49882
3028,4358,10494,54609
1247,4790,5038,57961
894,3970,3574,46289
698,2959,2583,37815
1135,3545,4492,44867
2285,4166,8052,55530
573,1760,1840,19504
1077,4874,4083,47878
1555,3727,5956,41037
1198,4757,4645,46343
1956,4268,7087,41715
1016,3757,3932,36651
3916,6062,15398,57085
2195,5169,8959,54679
1793,5199,6998,53423
205,2131,702,23722
681,1614,2911,18983
1396,5580,5077,55430
2593,5346,9526,56819
2037,4510,7833,51871
659,2539,2367,30829
1022,5381,4167,57827
538,2317,2119,29305
944,4217,3766,45083
1137,3990,4573,50319
252,1036,1077,12912
1415,3934,6439,45551
1710,4395,7449,55416
348,1425,1328,19951
1288,4437,5372,51786
1736,4030,7307,50336
714,1370,2809,22919
1013,2612,4004,36466
2337,3481,8849,46247
532,2901,2141,33439
1864,5018,7131,57256
3321,5709,13007,56696
277,364,1125,7037
474,1017,1924,14966
2671,4330,10221,56929
1957,4932,7406,58944
432,1946,1691,21787
241,2908,872,33447
1902,4149,7177,51886
2443,5345,9324,55049
409,979,1732,15688
3897,4996,15195,55825
2538,4539,9964,56190
1832,4629,6730,47618
524,1460,1714,16455
1338,3800,5515,45037
1044,4485,4094,51730
1346,3672,5272,38116
744,2897,3270,35519
333,2945,1311,37880
862,5003,3270,52871
1186,3717,4423,38335
652,2896,2661,33735
1337,4280,5498,43853
980,2621,3986,33043
2198,4638,8723,48382
239,2036,979,25539
1997,4317,8251,53589
2072,5523,8303,55482
2795,4174,11811,49071
1855,4452,6740,54024
2365,3263,8627,40006
1658,5025,5734,52167
2962,5372,12755,55319
710,4684,2742,47723
378,1521,1677,21796
2668,4214,10217,51792
513,2949,2049,32181
876,3206,3603,34030
254,1103,1143,11834
1622,4998,6406,53835
353,2767,1399,32273
2013,2973,8263,39361
1201,3283,4756,35648
4049,5135,16127,57213
999,1996,4234,28658
1853,3487,8269,38499
1118,2969,4293,32048
1180,3714,4650,42721
1164,4657,4521,47896
619,1483,2560,21761
101,725,378,11584
1813,2723,7436,28954
1304,3531,5341,41475
1656,4137,6690,49548
756,3718,3223,41895
1848,4178,6706,49303
1734,5386,7016,58000
2215,5400,8743,53684
1233,4444,4912,44941
767,1680,2835,24946
842,3108,2930,38773
826,1955,3134,29041
987,3909,3785,47075
554,2186,2324,23182
163,631,695,8756
934,4163,4000,45325
1773,5494,6779,54154
2033,4487,8781,48777
1006,4271,3801,48567
602,1747,2276,24380
1649,4323,6527,50194
6521,5034,26702,57898
1068,5366,4159,56175
1522,5811,5855,56708
1840,4529,7154,55731
1286,2528,5769,34720
988,4387,3594,53874
574,1072,1888,16979
507,3340,1842,37959
472,3297,1947,39590
219,700,874,9157
1212,4007,4701,48912
1320,5220,4697,53279
2473,5426,10654,52704
1064,2348,4653,34703
769,5421,2935,32091
1086,3343,4091,40817
1261,3949,4960,51572
977,2558,3289,36702
370,2441,1356,29471
1684,4083,5486,40433
507,2586,1741,28476
858,4205,3124,42319
2269,2530,8855,27114
142,258,324,2831
1212,3744,4445,35813
1814,5684,6318,58528
1326,4912,5398,50781
523,1767,1964,23029
1099,3060,4553,32108
59,250,214,3070
1013,4594,3957,49627
584,2217,2258,31320
505,1949,2124,27264
3253,4715,12385,49171
714,1038,3290,15710
340,706,1137,12721
1560,4155,5741,50784
623,3232,2429,41512
764,3477,2833,42070
550,3047,2169,38118
869,870,3712,14616
1312,5034,5125,54576
1355,3462,5636,44052
773,1382,2567,21090
766,3359,2886,35247
1539,5333,5711,55814
515,2153,1924,31450
591,2736,2468,29603
412,2701,1605,31626
2480,5288,10549,52424
264,1463,1027,18210
1421,4800,5269,51534
1807,5203,7368,54009
997,2903,3878,32833
724,2653,2722,29798
2849,4344,11194,53103
162,506,643,5481
2629,4293,9927,53425
1260,3087,4800,45491
3488,4532,13891,48203
3825,5374,13783,58223
141,679,367,8942
799,2652,3181,28600
500,2301,1917,23506
1465,3114,5445,41560
925,4817,3542,50324
978,5147,3906,51953
503,1874,2050,26279
9506,5253,35139,58961
231,868,891,9924
1005,5102,3852,52797
603,4016,2019,50505
1562,5185,6103,52072
709,1974,2695,23446
416,1279,1514,21589
1696,3348,6371,37945
989,3042,2842,34476
284,2480,1132,29155
1631,4690,6231,49765
2211,5309,8739,55840
1217,5206,4433,54764
215,660,925,10638
734,1830,3132,22444
561,2450,2376,25075
866,4530,3442,46684
351,1437,1419,17121
624,4114,2640,42097
3751,4531,13007,54063
2010,4394,7806,43122
241,779,974,11852
1507,4748,5471,57407
521,1657,2016,18631
1597,4805,5783,47786
1866,4507,7168,53979
2449,4650,9073,52085
768,4334,3316,47602
764,2107,3303,30015
833,3396,3010,43755
501,1805,1899,20282
1249,5083,4434,48909
1836,5895,5647,56732
3679,5077,13220,54939
1633,4481,5625,46376
2521,5169,9091,54453
2407,4863,9155,50255
89,234,337,3799
278,1533,1133,18353
566,1746,2241,25564
5035,5617,19882,58923
2957,4247,11770,43273
947,5002,3511,51891
383,956,1486,14547
3306,4918,12088,56562
813,4650,3354,50771
927,2022,3477,29915
5312,4584,18571,55945
2373,4231,9194,53244
2584,5558,9840,58333
927,4322,3554,54046
885,3397,3580,34190
2687,5345,10132,48623
1206,2964,4770,34362
415,2975,1621,32808
302,3528,1201,37614
524,3353,1986,37599
1694,3396,6897,41788
963,3334,3773,40739
671,2171,2621,26740
1815,4107,7565,50687
2051,3959,8339,47942
2107,5216,8835,53675
365,2689,1494,31429
1249,3645,5239,35418
1021,4089,4490,48693
832,4471,3153,49342
2757,5053,10425,55851
722,1544,2626,27876
1023,4013,3912,47599
482,2358,1875,27349
2364,5401,8773,58884
1110,3418,4293,45357
2297,3784,8705,44115
874,1816,3917,26712
2026,4986,7415,52309
306,2127,1213,22882
517,2506,2030,29415
386,1875,1637,22752
240,617,931,11341
2040,5254,7703,55779
395,1400,1595,22252
2100,4373,7814,53205
828,2538,3260,33492
1124,4038,4503,48988
3484,5438,12446,58126
127,953,481,10622
447,1791,1710,20496
1635,5040,6302,53670
1487,4657,5534,46536
808,1017,3538,14270
589,2736,2237,31253
455,1996,1838,22289
1505,3692,5683,42174
3330,5346,12279,55029
1457,4340,6159,48178
798,2748,3250,37855
591,1548,2134,18307
990,2669,3531,37084
1610,3159,5944,31538
1113,2869,4452,38455
861,2798,3060,38642
1100,4050,4905,44605
3368,4712,12279,55242
1731,4984,6682,54627
1704,2547,7395,35742
5006,5171,17665,58862
1532,3997,5782,45422
1299,5689,5518,33111
1069,4953,3943,48974
474,1576,1841,20596
1964,3616,7129,35224
843,3872,3030,40481
917,3564,3452,37067
603,3521,2098,36684
2911,5537,11259,52965
572,3033,2413,30727
366,3113,1587,34717
3483,4293,13521,54699
1891,4694,7196,55372
1914,4724,7284,55775
934,2290,3760,31755
207,1251,715,15251
722,2109,2393,28860
3164,4593,10590,52721
1414,2749,5116,35604
1527,3933,5671,47527
2660,3590,11082,46306
3566,3990,13379,52525
3828,5341,14802,54559
830,2065,3675,23981
828,5420,3384,54661
509,3021,1926,36473
1767,3116,7322,39140
5022,4596,18064,57586
1976,4116,7487,49184
1142,5200,4762,51891
2372,3224,9830,39773
413,1287,1670,15024
1462,4721,5828,54824
1283,5363,4633,57709
856,3844,3442,42815
815,2105,3178,30482
318,1877,1335,21336
3341,4757,12591,54366
1893,4560,7588,53344
965,2698,3768,36592
672,2043,2725,24916
829,2988,3026,37321
451,1875,1853,23640
1114,2215,4504,34415
695,4029,2470,47449
484,1517,1745,23526
299,2033,1175,21450
1551,4850,6208,54862
1258,3570,5031,39143
2431,4303,9487,51021
1598,5444,6048,58971
931,1571,3814,21486
4210,4375,15834,55137
1263,4720,4852,55192
7068,4289,25426,52905
418,3419,1550,39577
1684,2303,6877,22889
1363,4283,5751,52601
423,1566,1762,18143
25,93,83,1185
1076,2571,4787,32130
768,1904,3124,25342
2938,3935,10523,42389
962,2974,3923,38379
2281,4678,8213,57358
760,5617,2826,56890
1999,4205,8079,50567
5595,6000,20491,57966
869,3761,3366,43633
1505,4027,5747,50228
1114,4773,4213,53494
663,3215,2556,38824
1476,4543,6161,51053
788,1867,2840,21062
2625,5609,10416,57188
1125,3269,4536,41064
786,2663,3284,36255
532,1918,2030,22026
1713,4677,5692,51652
2892,5353,11051,55015
1270,7441,5366,55671
629,4779,2768,48009
2470,4581,9124,58178
2338,5098,8232,58893
343,1954,1263,26711
620,3567,2386,41464
1294,4504,5188,56240
1398,3833,5893,40522
553,2496,2264,28742
1576,4213,5157,51020
932,3423,3634,44673
2604,5013,10187,52438
1025,4403,4170,46033
584,3827,2275,42129
475,2250,1818,27258
1743,5041,6749,49038
1409,4697,5234,56743
150,602,468,7410
1354,5684,5261,53534
972,3695,3746,40339
619,2215,2537,28318
3016,4827,12699,55879
2033,4904,8123,55481
233,1460,944,23498
742,4173,2990,45627
2240,5611,8705,55743
1074,3080,4573,40229
3725,4786,13170,52383
976,4397,3991,47534
844,4113,3167,41822
392,1523,1533,17267
285,1568,1206,20396
605,3004,2203,33126
146,544,550,6025
197,895,803,12653
1096,3520,4836,37102
866,3273,3508,39409
76,449,273,5597
1672,3612,7205,42028
1724,4704,7325,48853
1502,4721,5962,54165
3039,4952,9709,56474
1585,5124,5791,52168
362,1269,1518,15177
1332,4166,5330,44853
308,1730,1412,19859
1136,3200,4812,39368
881,3285,3452,35162
743,3149,3111,41658
1541,5056,6545,56614
2763,4425,11287,57685
429,2093,1863,21954
480,2575,1901,32093
1453,2811,5300,29977
250,953,1005,14713
551,2019,1999,23377
1060,4169,4089,41866
1455,4517,5694,45796
1757,3375,8131,43171
1206,3017,4772,40398
1520,5009,5169,52154
1611,3278,5622,43612
504,2594,2088,26831
415,2153,1689,30464
3835,4431,14930,52031
545,1922,2489,22500
1123,2837,4783,33651
1241,4903,4908,51415
1168,5150,4564,56725
802,4386,2782,52705
1026,4245,4093,49817
721,3517,3000,35603
679,2409,2971,25802
1886,2413,6892,32544
986,2841,4200,38354
2693,5235,10460,54488
2359,5968,9125,58176
316,1173,1290,15934
686,2611,2799,35404
837,2918,3275,37093
2321,5068,9092,57800
435,5182,1677,28479
1314,3440,4900,40023
425,1298,1767,17906
371,1549,1506,18163
2350,4411,8218,54581
1178,4433,4708,47994
306,817,1292,12983
318,1243,1319,15832
1822,4064,7738,43837
663,2801,2276,31318
1449,5512,5782,57959
2310,3751,10075,39244
109,260,437,4129
2757,4633,10551,52475
2917,5650,11082,57089
533,3391,2072,39155
650,3103,2608,36278
704,2223,3060,26089
1600,4133,6165,50305
2834,5142,10751,57279
868,4097,3570,46894
510,2634,2083,32680
2812,4230,10301,53379
1120,3455,4873,34706
1180,4211,4520,49895
489,3118,2038,34679
1384,4871,5398,50878
1193,3646,4989,42191
370,2410,1537,32177
1819,3829,6829,49314
7977,4419,28436,52041
227,1750,949,23682
1022,4557,3819,52916
764,2140,3204,23648
703,4004,2628,47402
688,2749,2811,34034
247,1076,1022,12339
287,1862,1132,23029
506,2728,2087,31136
2706,4943,9456,58460
482,1202,1942,17247
1095,7108,4371,52889
4090,4724,15286,57280
1005,5200,3790,57125
510,2620,1981,28972
721,4332,3042,48561
749,2035,2633,20830
889,2346,3440,33566
3363,4429,11135,54067
2254,5218,8948,57187
972,5124,4043,54711
722,2608,2880,34385
604,2911,2564,33876
96,271,366,3573
1322,4140,5154,41194
1024,3915,4028,48038
719,2254,3037,25828
432,1269,1789,20234
1014,4374,3769,52371
1174,4493,4536,46934
2058,3530,8799,44125
2339,5677,10078,55347
1900,3532,7056,42029
