A* Execution Time,BFS Execution Time,A* Nodes Visited,BFS Nodes Visited
205573,33375,846232,235538
199710,31524,814077,231539
247382,30014,1105031,234425
172983,30414,775929,235716
289536,31163,1052355,234984
178802,28906,789560,234484
236611,30801,918029,235520
252438,26950,1118870,235780
445075,29665,1719771,234314
319232,31899,1346249,233903
238218,38250,1055426,235367
207711,31731,877295,235589
152856,32280,676137,234485
305776,31391,1292457,235853
193934,38288,843870,232165
311599,26393,1309494,234758
383588,31678,1519111,235566
175416,31021,777451,234571
198331,33005,767112,235334
214815,28988,915436,235144
617028,30894,2312447,235675
205602,33532,856660,235346
257280,29740,1147518,235295
160558,31663,669056,231710
269297,30806,1108903,234673
306195,29902,1229760,233759
233895,32005,962779,235192
443555,29255,1860149,235279
548093,29593,2045849,235652
350897,28601,1397918,226767
183246,32198,760698,235197
357012,33008,1355865,235852
146444,30399,632452,235492
356192,31730,1432643,234086
488800,33317,1877790,235411
176358,29591,743796,234856
237320,27690,1058954,235163
284143,32451,1120355,233265
226690,30341,978414,234741
238052,30322,965664,232639
301239,28423,1310092,235539
215463,31533,887498,234351
339119,28360,1386242,234090
158798,35975,615668,230679
193039,31814,813058,235428
267076,42320,1142376,235273
262508,30391,1107847,235617
211630,29639,845738,234101
356347,30830,1455707,232199
200745,28944,880469,231961
276638,31143,1151282,235332
146054,29160,648915,233303
402593,30464,1611438,228997
165673,28551,732746,232646
131081,31966,578679,233184
310444,29584,1309765,234560
219383,28016,906269,233248
188909,31218,810922,235088
194035,29353,855987,234704
199997,33041,823646,234135
347138,31246,1459161,232422
342066,34048,1366947,228391
369490,35547,1589184,235251
214135,27384,872124,234206
216034,31380,885309,234504
308963,31886,1194229,230810
218887,30745,883099,234679
171319,33300,695885,235622
165622,30752,721385,233319
185828,31872,783865,235789
244018,29647,1007123,232392
523378,34464,2004934,235755
241620,30378,998589,235031
203203,29599,880101,231244
202671,33770,844320,234074
443513,30020,1859901,234201
283623,28942,1262062,229693
217355,44824,893966,234553
605831,28590,2402127,235588
215430,32386,854210,234311
320717,26113,1416544,235648
378829,33153,1589397,235050
654552,32712,2552357,235550
225953,41016,931888,235829
166037,28847,704704,235558
377958,42246,1516200,233457
247101,27160,1071372,235523
329674,29117,1340844,234687
203426,29684,847010,235502
320213,43693,1364854,234799
179510,31551,763875,235001
223405,29339,934546,233491
170444,31600,684387,229808
244203,29049,1039812,234359
449329,29366,1786077,235555
315476,29958,1345908,232702
326878,32064,1292280,235779
216799,29231,925556,231672
417728,31890,1609870,234215
379014,32395,1559265,235878
174935,30582,726495,231429
191809,29608,855596,235883
279244,31902,1184622,235902
337592,27924,1374642,235546
194559,29025,865404,234639
475594,30460,1934491,233547
176802,29506,763170,235464
401401,31507,1573111,235075
315115,29429,1388406,235890
222844,33040,822113,232938
242427,29352,1076951,235750
362536,33456,1354582,230833
399462,28723,1580017,234294
178305,29068,780587,235706
262858,29248,1049845,234622
214285,30493,917074,231729
138731,28922,613723,228346
249754,35983,1040580,232873
157754,29506,683223,234527
241774,30223,1023955,234668
350297,27931,1409569,235079
219602,30618,932224,234600
309322,32758,1233180,232685
371191,29445,1531651,235257
341221,30080,1366758,233414
347334,28112,1415577,229316
220593,32089,942993,235485
311641,30329,1310951,232703
383956,30871,1565258,235198
227521,32782,878910,232304
185427,30025,792978,235534
178945,29890,767856,231233
234533,32330,982928,228440
229571,27000,988727,232682
402035,30459,1654600,235630
191572,29276,814771,235565
371391,33079,1493823,229642
201867,27863,873653,234080
301420,28942,1235241,234637
294910,29006,1213248,235089
226015,32567,901864,235345
178203,30651,747839,233504
289656,32887,1105993,230832
238056,28977,992635,232253
356421,33358,1399695,230474
439889,28673,1775307,235818
367284,33086,1448655,235647
304441,42228,1303358,235883
215149,28717,981357,232850
162862,29473,714685,234300
233323,28490,971450,232461
155747,32830,644640,235851
420962,32040,1678350,234708
200766,31106,855404,232080
375252,31204,1490438,230532
299242,29338,1250255,233660
373882,33362,1482708,234929
179409,28884,798489,235657
298999,32418,1196386,234209
300150,28061,1319172,234837
321783,29607,1333520,233841
238424,30060,1081198,235735
344589,32247,1357929,235545
178137,30219,743835,233365
288333,30241,1200004,233985
349536,28614,1538679,235147
243080,32893,970508,234921
382029,29951,1528246,233880
262521,30125,1139815,235455
212942,29733,871344,235763
243953,30813,1046201,234558
141730,31601,620817,234604
259062,31262,1015239,235030
345231,29183,1374242,232214
320994,31049,1256065,232452
182071,29320,796945,235594
320899,31054,1235777,235274
316664,27569,1338652,231483
200381,33438,711480,235366
147089,30319,667377,235266
225974,35550,812645,234959
467320,30086,1806815,235878
232401,29308,949523,235572
223361,29099,924050,235870
241009,28697,1041049,235079
246545,34360,1058381,234375
180388,30294,795877,230260
200152,30602,837891,235299
160300,31801,717366,234577
184943,29588,809206,234604
344600,32698,1373760,235564
223684,26823,954861,235006
242975,34157,1001134,235322
307901,38784,1226042,235401
311762,28177,1374796,235463
219476,32306,867167,234945
198057,29245,825194,232689
429512,32956,1733008,234807
153552,31387,691916,235051
235336,32181,974718,235222
241639,29022,1015103,232911
449271,33085,1826896,232587
481492,28161,1956034,233021
177180,29921,755838,234116
400415,33484,1621225,234300
391691,31529,1603752,235031
252160,29185,1070751,233792
343092,29960,1391917,235246
227340,32611,830765,235750
186116,30642,803251,234863
295683,30487,1189586,231802
212798,31284,897294,235735
227193,32737,902705,235101
195131,29331,834439,233216
234729,31576,951803,233981
330208,31724,1338613,235435
285707,32449,1210514,235563
246242,32636,1039686,235874
292441,32450,1251878,234217
262057,26483,1114764,234506
186149,31593,687911,234212
175649,29117,744879,234093
171510,35267,634755,231295
257873,31746,1042256,228096
260822,33208,883978,230769
248393,28413,1053182,232199
218423,28761,884132,234142
274870,28747,1220599,235003
309018,32484,1243272,234230
178581,29208,793897,232896
272132,32479,1186860,229752
199682,28819,877821,235586
192407,30915,829625,235000
292647,33257,1206451,235435
197696,28692,841621,233703
364513,30576,1545338,234730
181452,28666,803561,235461
354065,29989,1410520,231145
390652,30049,1619476,233850
276754,30869,1093994,234701
155929,28435,690811,233556
268033,33006,1056618,234331
150991,29241,644460,233915
521434,31341,2052650,233908
315798,28562,1332682,235665
369169,34215,1507542,234133
155407,31328,677535,235749
210368,41722,890636,234165
443171,27547,1789190,228273
262497,29739,1084569,224410
340271,30915,1479134,235683
232950,29295,950270,233106
154860,31940,669821,235297
346509,42656,1465940,233509
203838,29930,928468,235505
