1, 1, 64, 0.05, 5, 32
1, 2, 64, 0.1, 5, 32
1, 3, 64, 0.15, 5, 32
1, 4, 64, 0.2, 5, 32
1, 5, 64, 0.25, 5, 32
1, 6, 64, 0.3, 5, 32
1, 7, 64, 0.35, 5, 32
1, 8, 64, 0.4, 5, 32
2, 9, 8, 0.1, 5, 32
2, 10, 16, 0.1, 5, 32
2, 11, 24, 0.1, 5, 32
2, 12, 32, 0.1, 5, 32
2, 13, 64, 0.1, 5, 32
2, 14, 96, 0.1, 5, 32
2, 15, 128, 0.1, 5, 32
2, 16, 256, 0.1, 5, 32
2, 17, 512, 0.1, 5, 32
3, 18, 64, 0.1, 2, 32
3, 19, 64, 0.1, 3, 32
3, 20, 64, 0.1, 4, 32
3, 21, 64, 0.1, 5, 32
3, 22, 64, 0.1, 6, 32
3, 23, 64, 0.1, 7, 32
3, 24, 64, 0.1, 8, 32
3, 25, 64, 0.1, 9, 32
3, 26, 64, 0.1, 10, 32
3, 27, 64, 0.1, 11, 32
3, 28, 64, 0.1, 12, 32
3, 29, 64, 0.1, 13, 32
3, 30, 64, 0.1, 14, 32
3, 31, 64, 0.1, 15, 32
